"Trial","Subject_Time","Cue_Pos","Target_Pos"
"Invalid-300","0.27659","4,12","4,8"
"Valid-300","0.26381","0,8","0,8"
"Valid-300","0.24144","4,8","4,8"
"Invalid-300","0.23896","4,0","12,12"
"Valid-100","0.37318","0,4","0,4"
"Valid-300","0.24941","12,12","12,12"
"Invalid-300","0.34468","0,12","4,0"
"Valid-300","0.2715","8,12","8,12"
"Invalid-300","0.31927","8,0","4,8"
"Valid-300","0.26363","0,8","0,8"
"Invalid-300","0.26459","4,8","4,8"
"Valid-100","0.35096","12,8","12,8"
"Invalid-300","0.29684","0,8","0,12"
"Valid-300","0.30485","8,4","8,4"
"Invalid-100","0.31791","4,4","12,0"
"Invalid-100","0.35765","4,8","0,4"
"Invalid-100","0.36292","4,8","12,4"
"Invalid-100","0.35831","0,0","4,4"
"Valid-100","0.33041","8,0","8,0"
"Valid-100","0.32938","12,8","12,8"
"Valid-100","0.3134","4,0","4,0"
"Valid-300","0.29259","8,0","8,0"
"Invalid-300","0.2658","0,0","8,12"
"Valid-300","0.3412","12,8","12,8"
"Invalid-100","0.3445","12,4","4,8"
"Invalid-100","0.44723","4,0","12,4"
"Valid-100","0.26784","4,0","4,0"
"Valid-300","0.40639","4,4","4,4"
"Valid-100","0.34618","4,8","4,8"
"Valid-300","0.36098","12,8","12,8"
"Valid-100","0.29492","4,8","4,8"
"Valid-300","0.24832","0,0","0,0"
"Invalid-300","0.28063","4,4","0,12"
"Valid-300","0.28957","12,8","12,8"
"Invalid-300","0.3237","0,8","0,4"
"Invalid-100","0.42498","8,8","0,4"
"Invalid-300","0.25348","0,12","12,12"
"Valid-100","0.35368","4,4","4,4"
"Valid-100","0.33091","8,8","8,8"
"Valid-300","0.33538","8,0","8,0"
"Invalid-300","0.33407","0,0","8,0"
"Valid-100","0.29815","12,4","12,4"
"Invalid-300","0.25113","0,4","8,4"
"Valid-300","0.28331","12,12","12,12"
"Valid-300","0.21797","4,4","4,4"
"Valid-300","0.30133","12,8","12,8"
"Valid-100","0.30164","8,12","8,12"
"Invalid-100","0.31451","8,4","8,12"
"Invalid-300","0.13283","12,4","12,4"
"Invalid-300","0.22922","12,0","0,12"
"Valid-100","0.3103","0,12","0,12"
"Valid-100","0.36189","0,0","0,0"
"Valid-100","0.29411","4,4","4,4"
"Invalid-300","0.17337","8,12","4,12"
"Invalid-300","0.24901","4,8","4,8"
"Valid-300","0.077526","0,4","0,4"
"Invalid-100","0.45624","12,8","8,4"
"Invalid-100","0.29375","8,8","4,0"
"Valid-100","0.36741","12,0","12,0"
"Invalid-100","0.34329","4,12","8,8"
"Invalid-100","0.32979","12,4","4,4"
"Invalid-100","0.35027","8,0","12,8"
"Valid-300","0.21182","4,0","4,0"
"Valid-100","0.34758","4,0","4,0"
"Valid-100","0.34523","0,8","0,8"
"Invalid-100","0.33289","12,4","12,8"
"Invalid-300","0.27477","8,0","12,0"
"Valid-300","0.29057","0,4","0,4"
"Valid-300","0.24717","12,0","12,0"
"Valid-300","0.21816","12,4","12,4"
"Valid-300","0.28717","0,12","0,12"
"Invalid-100","0.3242","0,0","8,0"
"Valid-300","0.29405","8,8","8,8"
"Valid-100","0.33271","4,4","4,4"
"Valid-100","0.32768","4,4","4,4"
"Invalid-300","0.35495","8,8","0,8"
"Invalid-300","0.25864","0,12","0,0"
"Invalid-300","0.26908","0,12","0,4"
"Valid-100","0.37517","12,4","12,4"
"Invalid-100","0.32389","4,8","8,12"
"Valid-300","0.24728","8,4","8,4"
"Valid-100","0.31446","4,4","4,4"
"Valid-100","0.3166","8,0","8,0"
"Invalid-300","0.14671","8,4","0,8"
"Valid-100","0.3805","12,0","12,0"
"Invalid-300","0.1446","12,8","0,12"
"Invalid-300","0.25434","8,12","4,12"
"Valid-300","0.25739","12,12","12,12"
"Invalid-300","0.27209","12,12","0,12"
"Valid-300","0.26203","4,12","4,12"
"Invalid-300","0.58059","4,0","8,0"
"Valid-100","0.37407","8,12","8,12"
"Invalid-300","0.25557","0,0","4,4"
"Valid-100","0.28899","12,12","12,12"
"Valid-100","0.46877","12,8","12,8"
"Invalid-300","0.40663","12,4","4,0"
"Invalid-100","0.35789","0,8","8,4"
"Valid-100","0.40507","12,12","12,12"
"Invalid-300","0.30408","8,0","4,12"
"Invalid-100","0.36583","8,8","0,4"
"Invalid-300","0.33866","12,12","0,0"
"Invalid-100","0.43562","8,12","0,8"
"Invalid-100","0.35571","0,12","0,0"
"Invalid-100","0.4137","4,12","0,4"
"Valid-300","0.36838","4,8","4,8"
"Invalid-300","0.30926","0,4","4,4"
"Valid-100","0.31948","4,4","4,4"
"Valid-300","0.4351","0,4","0,4"
"Valid-300","0.3406","0,0","0,0"
"Valid-300","0.32779","12,0","12,0"
"Invalid-300","0.26925","8,4","8,0"
"Invalid-300","0.37393","8,8","0,12"
"Invalid-300","0.19695","0,0","8,0"
"Valid-300","0.3364","4,0","4,0"
"Invalid-100","0.34041","4,8","0,4"
"Valid-100","0.3398","4,8","4,8"
"Invalid-100","0.35459","4,0","12,0"
"Invalid-300","0.36714","8,12","4,8"
"Invalid-300","0.38209","4,4","12,0"
"Invalid-300","0.37452","4,0","8,0"
"Invalid-300","0.40996","8,12","12,12"
"Valid-300","0.27475","12,0","12,0"
"Invalid-100","0.37586","4,8","12,4"
"Valid-100","0.37898","0,12","0,12"
"Valid-300","0.38814","4,0","4,0"
"Valid-300","0.2586","0,12","0,12"
"Invalid-100","0.31755","12,4","4,4"
"Invalid-300","0.29278","0,0","8,8"
"Valid-100","0.37359","0,0","0,0"
"Invalid-300","0.38006","8,12","12,8"
"Valid-100","0.31827","12,8","12,8"
"Invalid-300","0.31354","8,12","0,8"
"Invalid-300","0.18934","12,8","0,4"
"Valid-300","0.23437","0,8","0,8"
"Invalid-100","0.32305","12,8","4,8"
"Valid-100","0.36527","4,0","4,0"
"Invalid-300","0.099147","0,8","8,8"
"Invalid-300","0.23934","0,0","0,12"
"Invalid-300","0.26453","4,4","4,12"
"Invalid-100","0.32218","4,8","12,4"
"Valid-100","0.31436","12,12","12,12"
"Invalid-100","0.36568","0,0","12,8"
"Valid-100","0.34486","4,8","4,8"
"Invalid-100","0.33309","8,8","12,4"
"Invalid-300","0.33351","12,0","8,0"
"Invalid-300","0.2522","8,0","0,12"
"Valid-100","0.36066","4,12","4,12"
"Valid-300","0.11654","12,12","12,12"
"Valid-100","0.38071","4,8","4,8"
"Valid-100","0.32183","8,12","8,12"
"Valid-100","0.35493","0,12","0,12"
"Invalid-100","0.34186","0,12","0,8"
"Invalid-300","0.27549","4,4","4,8"
"Valid-300","0.095807","0,8","0,8"
"Invalid-100","0.4005","12,4","0,12"
"Valid-100","0.45836","0,4","0,4"
"Invalid-100","0.37765","8,0","8,4"
"Invalid-100","0.33455","8,4","8,8"
"Invalid-300","0.24752","12,4","12,4"
"Valid-100","0.3156","4,0","4,0"
"Valid-300","0.28167","0,12","0,12"
"Invalid-300","0.22793","4,12","8,4"
"Valid-300","0.33212","8,12","8,12"
"Valid-300","0.31179","4,0","4,0"
"Invalid-300","0.29978","4,0","4,8"
"Invalid-100","0.37705","0,8","8,4"
"Invalid-300","0.374","12,8","0,4"
"Valid-300","0.35699","8,0","8,0"
"Valid-300","0.25827","4,8","4,8"
"Valid-300","0.33405","4,0","4,0"
"Valid-100","0.31841","8,0","8,0"
"Valid-300","0.36584","0,8","0,8"
"Invalid-300","0.35682","4,8","0,4"
"Invalid-300","0.25029","0,8","12,4"
"Invalid-300","0.23158","12,0","0,12"
"Invalid-300","0.30152","8,12","4,0"
"Invalid-100","0.36132","12,4","12,0"
"Valid-300","0.2935","12,4","12,4"
"Invalid-100","0.37661","4,4","8,0"
"Invalid-100","0.526","0,12","12,4"
"Invalid-100","0.38964","8,12","4,0"
"Invalid-300","0.31585","4,12","12,0"
"Invalid-300","0.34441","4,0","4,4"
"Valid-100","0.37735","4,8","4,8"
"Invalid-300","0.25659","0,4","8,0"
"Valid-300","0.3648","8,12","8,12"
"Valid-300","0.38466","4,0","4,0"
"Valid-300","0.25329","0,4","0,4"
"Valid-100","0.39792","0,4","0,4"
"Valid-300","0.31918","8,4","8,4"
"Valid-300","0.26826","0,4","0,4"
"Invalid-100","0.34752","8,4","0,8"
"Valid-100","0.41632","0,4","0,4"
"Invalid-100","0.44694","4,8","0,4"
"Valid-100","0.47752","8,4","8,4"
"Invalid-300","0.26349","0,8","12,0"
"Invalid-100","0.40898","0,12","12,8"
"Invalid-300","0.26605","0,0","12,12"
"Valid-100","0.3545","8,4","8,4"
"Invalid-300","0.23036","4,8","8,4"
"Valid-300","0.24351","4,8","4,8"
"Invalid-100","0.35448","0,0","12,0"
"Valid-100","0.43439","12,8","12,8"
"Invalid-100","0.36623","8,4","12,0"
"Valid-100","0.35517","0,8","0,8"
"Valid-100","0.39737","12,12","12,12"
"Valid-300","0.245","8,12","8,12"
"Valid-100","0.3464","8,0","8,0"
"Invalid-100","0.38286","4,4","4,0"
"Valid-100","0.35534","8,8","8,8"
"Invalid-300","0.29082","12,4","0,4"
"Invalid-300","0.21997","8,8","12,12"
"Invalid-100","0.49754","8,4","0,0"
"Valid-100","0.42953","8,8","8,8"
"Invalid-300","0.36508","4,12","12,4"
"Invalid-300","0.29871","12,12","0,4"
"Valid-300","0.54503","8,12","8,12"
"Invalid-300","0.44495","12,4","4,8"
"Invalid-300","0.38697","8,0","8,8"
"Valid-300","0.44885","0,8","0,8"
"Invalid-100","0.42798","0,12","0,8"
"Invalid-300","0.37098","4,8","0,0"
"Invalid-300","0.34865","12,4","4,8"
"Valid-100","0.59302","0,0","0,0"
"Valid-100","0.66571","12,12","12,12"
"Valid-300","0.35067","8,4","8,4"
"Invalid-300","0.35053","8,0","4,8"
"Invalid-300","0.3482","0,0","12,12"
"Valid-100","0.51675","4,4","4,4"
"Valid-100","0.40662","8,12","8,12"
"Valid-100","0.49904","8,12","8,12"
"Valid-300","0.26977","4,12","4,12"
"Invalid-300","0.43335","4,0","0,4"
"Valid-100","0.39627","8,4","8,4"
"Valid-300","0.31685","12,12","12,12"
"Valid-100","0.44517","12,0","12,0"
"Valid-300","0.37257","12,4","12,4"
"Invalid-100","0.46545","8,8","0,12"
"Valid-100","0.52843","12,8","12,8"
"Valid-300","0.43052","4,12","4,12"
"Invalid-100","0.33066","12,0","12,0"
"Valid-300","0.2629","0,4","0,4"
"Valid-100","0.43456","8,4","8,4"
"Invalid-100","0.47559","8,0","12,12"
"Invalid-100","0.39878","4,12","12,0"
"Invalid-100","0.36624","8,0","0,8"
"Valid-300","0.34937","8,0","8,0"
"Valid-100","0.36886","0,12","0,12"
"Invalid-100","0.33317","12,0","0,12"
"Valid-100","0.33048","0,12","0,12"
"Invalid-100","0.40314","12,4","8,12"
"Valid-100","0.42421","4,0","4,0"
"Invalid-100","0.36699","12,4","0,0"
"Valid-300","0.42029","8,8","8,8"
"Valid-300","0.39977","4,12","4,12"
"Valid-300","0.27543","12,0","12,0"
"Valid-100","0.47874","0,0","0,0"
"Valid-100","0.39623","4,8","4,8"
"Invalid-300","0.36163","12,4","0,4"
"Valid-100","0.40818","4,0","4,0"
"Invalid-100","0.46587","12,8","8,12"
"Valid-300","0.34663","8,12","8,12"
"Valid-100","0.40107","4,12","4,12"
"Valid-100","0.41855","4,4","4,4"
"Valid-100","0.38833","8,0","8,0"
"Invalid-300","0.29457","12,0","12,0"
"Invalid-100","0.37155","4,0","0,4"
"Invalid-300","0.33246","8,0","4,12"
"Valid-100","0.36333","8,0","8,0"
"Invalid-100","0.37361","8,8","8,0"
"Invalid-100","0.35912","0,4","4,8"
"Valid-100","0.34364","8,8","8,8"
"Valid-300","0.28651","4,8","4,8"
"Invalid-100","0.34404","12,12","4,12"
"Invalid-300","0.29808","12,4","0,4"
"Invalid-100","0.36256","8,0","0,0"
"Invalid-100","0.38808","0,12","4,8"
"Valid-100","0.32823","0,0","0,0"
"Invalid-300","0.31126","0,4","12,8"
"Invalid-100","0.40216","4,12","8,12"
"Valid-300","0.27153","4,4","4,4"
"Invalid-100","0.4361","12,0","12,8"
"Valid-100","0.4043","0,12","0,12"
"Valid-300","0.28609","8,0","8,0"
"Invalid-300","0.31708","0,4","4,0"
"Valid-300","0.31436","0,4","0,4"
"Invalid-300","0.24874","12,0","4,4"
"Invalid-100","0.37056","4,8","0,12"
"Valid-100","0.44024","8,0","8,0"
"Invalid-100","0.53082","4,12","12,4"
"Invalid-300","0.35413","0,12","0,0"
"Valid-300","0.24812","0,4","0,4"
"Invalid-100","0.38758","8,4","0,4"
"Valid-300","0.27666","12,0","12,0"
"Invalid-300","0.32568","0,0","12,4"
"Invalid-100","0.36646","0,4","8,4"
"Valid-100","0.44944","12,8","12,8"
"Valid-300","0.31158","0,12","0,12"
"Valid-300","0.34564","8,8","8,8"
"Invalid-300","0.34189","0,12","12,0"
"Invalid-100","0.55704","12,8","4,12"
"Invalid-300","0.31467","0,4","8,8"
"Valid-300","0.36553","0,0","0,0"
"Invalid-300","0.42561","12,12","4,12"
"Valid-300","0.37022","0,12","0,12"
"Invalid-100","0.46108","12,0","0,8"
"Invalid-100","0.45955","12,4","12,8"
"Invalid-100","0.42174","12,12","0,4"
"Invalid-100","0.53129","0,12","12,12"
"Valid-100","0.33456","4,0","4,0"
"Invalid-100","0.45902","12,0","4,12"
"Invalid-300","0.36574","0,4","8,12"
"Valid-100","0.37264","8,4","8,4"
"Valid-100","0.42258","4,12","4,12"
"Invalid-100","0.45716","12,8","0,0"
"Invalid-300","0.26537","0,12","4,4"
"Invalid-300","0.28231","4,0","8,4"
"Valid-100","0.40811","8,8","8,8"
"Invalid-300","0.28324","4,0","8,12"
"Invalid-300","0.32612","12,12","12,8"
"Invalid-100","0.44254","0,4","4,8"
"Valid-100","0.40426","0,12","0,12"
"Invalid-100","0.40397","12,0","4,8"
"Invalid-300","0.39523","4,8","12,12"
"Invalid-100","0.369","4,8","12,4"
"Invalid-300","0.35435","8,4","12,0"
"Valid-300","0.25805","4,0","4,0"
"Invalid-300","0.33295","4,8","4,12"
"Invalid-300","0.3537","8,4","4,0"
"Valid-100","0.37375","4,8","4,8"
"Valid-100","0.4363","4,12","4,12"
"Valid-300","0.32244","4,12","4,12"
"Invalid-300","0.30841","4,12","4,0"
"Invalid-300","0.34427","4,0","0,8"
"Valid-300","0.253","8,8","8,8"
"Invalid-100","0.42639","0,0","12,8"
"Invalid-300","0.33188","0,4","12,4"
"Invalid-100","0.45178","0,4","4,0"
"Valid-300","0.32769","12,4","12,4"
"Invalid-100","0.39412","0,0","8,12"
"Valid-100","0.35971","4,8","4,8"
"Valid-300","0.26205","8,4","8,4"
"Invalid-100","0.41504","4,12","4,12"
"Invalid-100","0.43361","0,4","12,12"
"Invalid-100","0.36327","4,8","4,8"
"Invalid-100","0.40392","12,12","12,4"
"Valid-100","0.39571","0,0","0,0"
"Valid-300","0.29095","0,8","0,8"
"Invalid-300","0.27166","0,8","0,8"
"Invalid-300","0.25802","0,0","0,8"
"Valid-300","0.25344","8,12","8,12"
"Invalid-300","0.26475","12,0","12,12"
"Valid-300","0.34163","4,4","4,4"
"Valid-100","0.41214","8,12","8,12"
"Invalid-300","0.34946","12,8","12,12"
"Valid-300","0.27235","12,12","12,12"
"Invalid-100","0.33205","0,0","12,0"
"Invalid-300","0.26747","12,12","8,4"
"Invalid-300","0.26242","8,8","4,0"
"Invalid-100","0.34762","12,8","12,0"
"Invalid-100","0.33049","0,8","4,8"
"Valid-300","0.28534","0,8","0,8"
"Invalid-300","0.27793","8,8","8,12"
"Invalid-100","0.34558","12,12","12,0"
"Invalid-100","0.36045","12,4","12,12"
"Invalid-300","0.26045","4,4","4,12"
"Invalid-100","0.38956","12,0","0,8"
"Valid-300","0.25346","8,0","8,0"
"Invalid-100","0.39685","12,0","12,12"
"Invalid-100","0.39919","4,0","12,12"
"Valid-100","0.39012","12,0","12,0"
"Invalid-100","0.34292","8,4","4,12"
"Invalid-300","0.25841","0,4","12,0"
"Valid-300","0.38165","8,8","8,8"
"Invalid-300","0.28882","12,4","8,12"
"Invalid-300","0.35363","4,12","4,12"
"Valid-300","0.36893","4,12","4,12"
"Valid-300","0.36904","4,4","4,4"
"Valid-300","0.35083","12,8","12,8"
"Valid-300","0.35441","0,4","0,4"
"Invalid-100","0.39792","4,4","8,12"
"Valid-100","0.5998","12,12","12,12"
"Invalid-100","0.40107","4,12","8,12"
"Valid-300","0.30131","4,0","4,0"
"Invalid-100","0.39463","0,8","4,8"
"Valid-300","0.2739","12,12","12,12"
"Invalid-100","0.39326","0,4","0,8"
"Valid-300","0.3407","12,0","12,0"
"Valid-100","0.43866","0,8","0,8"
"Valid-300","0.38443","8,4","8,4"
"Valid-100","0.45655","8,8","8,8"
"Valid-100","0.34049","0,0","0,0"
"Invalid-300","0.27123","0,4","0,8"
"Invalid-100","0.45685","0,8","8,0"
"Invalid-300","0.27053","12,0","0,12"
"Invalid-100","0.44871","0,4","0,4"
"Valid-300","0.35858","12,0","12,0"
"Invalid-300","0.2839","8,4","0,8"
"Invalid-100","0.4951","12,12","8,4"
"Invalid-100","0.35515","8,8","0,12"
"Invalid-300","0.31938","4,8","4,4"
"Valid-300","0.30314","8,0","8,0"
"Valid-300","0.4504","8,4","8,4"
"Invalid-300","0.26603","12,8","4,8"
"Invalid-100","0.3435","0,8","8,12"
"Valid-300","0.33842","0,8","0,8"
"Valid-300","0.20823","0,8","0,8"
"Valid-100","0.35877","0,12","0,12"
"Valid-100","0.32956","12,4","12,4"
"Valid-100","0.34926","0,12","0,12"
"Invalid-100","0.30369","0,12","8,12"
"Valid-300","0.072961","8,4","8,4"
"Valid-100","0.46089","8,12","8,12"
"Invalid-300","0.31893","8,12","4,4"
"Invalid-100","0.41629","0,8","0,8"
"Valid-100","0.45268","0,8","0,8"
"Invalid-100","0.44052","4,0","0,8"
"Valid-100","0.40564","0,8","0,8"
"Valid-100","0.43081","8,12","8,12"
"Valid-100","0.57519","8,4","8,4"
"Invalid-300","0.40165","4,12","4,8"
"Invalid-100","0.38837","8,12","4,8"
"Invalid-300","0.28616","4,12","4,8"
"Invalid-300","0.33341","4,4","0,12"
"Invalid-300","0.29469","0,12","12,12"
"Invalid-100","0.39885","4,8","12,12"
"Invalid-300","0.3466","12,12","12,12"
